,name,location
455,서화점,강원도 인제군 서화면천도로149
456,설악켄싱턴호텔점,강원도 속초시 설악산로 998
457,속초갯배점,강원 속초시 중앙동278-89(신주소 검색 않됌)
458,속초교동동부점,강원도 속초시 미시령로 3389번길22
459,속초금호점,"강원도 속초시 번영로 107, 1층(동명동)"
460,속초대포수협점,강원도 속초시 대포항희망1길 36(대포동)
461,속초대포항점,강원 속초시 대포동 동해대로3783(대포동)
462,속초동명점,강원 속초시 번영로145-1(동명동)
463,속초동진리조트점,강원도 속초시 번영로170(영랑동)
464,속초럭키점,강원도 속초시 미시령로3413
465,속초롯데리조트점,"강원도 속초시 대포항길 186지하1층(대포동, 롯데리조트속초)"
466,속초먹거리점,강원 속초시 먹거리2길9(교동)
467,속초미소점,강원 속초시 교동804-63번지 1층 오른쪽상가
468,속초성호점,강원 속초시 청대로2(조양동)
469,속초시청점,강원도 속초시 동명동 중앙로190(설악센트리움 101)
470,속초엑스포점,강원 속초시 조양동1542-11번지
471,속초영랑대박점,강원도 속초시 영랑동영랑로3길 20
472,속초제일점,강원도 속초시 동해대로4024
473,속초조양점,강원도 속초시 조양동동해대로 4002
474,속초청학점,강원도 속초시 중앙로82번길 16(청학동)
475,속초터미널점,강원도 속초시 청호로3(조양동)
476,속초하우스토리점,강원도 속초시 동해대로4280
477,속초항점,강원도 속초시 중앙로 216
478,신남삼성점,강원도 인제군 남면 신남로 58번길9-3(남면)
479,신원주본점,강원도 원주시 장미공원길 27-5단계동
480,양구로드점,강원도 양구군 죽곡로73번길 1
481,양구백두산점,강원도 양구군 평화로 5447
482,양구비봉로점,강원도 양구군 양구읍 비봉로64-4
483,양구상리점,강원도 양구군 양구읍청춘로25 1층 1호(대명상가)
484,양구성심점,강원도 양구군 양구읍 중앙길 65-27
485,양구점 B,강원도 양구군 양구읍 비봉로40-11
486,양구정중앙터미널점,강원도 양구군 남면 정중앙로610
487,양양국제공항점,강원도 양양군 손양면 공항로201
488,양양군청길점,강원도 양양군 양양읍 군청길 491층
489,양양동호점,강원도 양양군 손양면 선사유적로 296
490,양양설주점,강원도 양양군 양양로 67-1
491,양양터미널점,강원도 양양군 양양읍 양양로23
492,양양하조대점,강원도 양양군 현북면하조대1길 53
493,양양현남점,강원도 양양군 현남면동해대로 603
494,영월점,강원도 영월군 중앙1로 56
495,영월중앙시장점,강원도 영월군 제방안길 16-1102호
496,원주개운대로점,"강원도 원주시 행구로 13, 1층(개운동)"
497,원주개운상지점,강원도 원주시 개운4길 281층 (개운동)
498,원주건강보험공단점,강원도 원주시 반곡동 1894-6
499,원주공원점,강원도 원주시 단관길 137관설동
500,원주관설원룸점,강원도 원주시 관설안길 251층(관설동)
501,원주관설점,강원도 원주시 나비허리길 144관설동
502,원주관설중앙점,강원도 원주시 관설동나비허리길 120-9   1층
503,원주구곡점,강원도 원주시 남원로 442번길 50(단구동)
504,원주금강아미움점,"강원도 원주시 행구로 140행구동,금강아미움아파트 상가 104"
505,원주금대리점,강원도 원주시 치악로 1097
506,원주기업도시점,강원도 원주시 지정면 신지정로 193
507,원주남산로점,강원도 원주시 남산로 48번길 42-15명륜동
508,원주단계공원점,강원도 원주시 단계동813-8
509,원주단계봉화산점,강원도 원주시 단계동봉화로 34
510,원주단계제일점,강원도 원주시 천사로 12 성우프라자1층 108호
511,원주단구점,강원도 원주시 남원로 534번길 28단구동
512,원주단구초교점,강원 원주시 단구동81-7번지
513,원주단구토지길점,강원도 원주시 단구동토지길 31 101
514,원주동신점,"강원도 원주시 행구로 102,동신아파트상가동101호, 104호"
515,원주만종점,강원도 원주시 원문로 4001층
516,원주매지점,강원도 원주시 흥업면 세동길 54
517,원주명륜본점,강원도 원주시 남원로 657-1명륜동
518,원주명륜원룸점,강원도 원주시 소방서길 111층(명륜동)
519,원주명륜으뜸점,강원도 원주시 남원로469번길 1-3(명륜동)
520,원주명륜점,강원도 원주시 한지공원길 24명륜동
521,원주무실주공점,강원도 원주시 시청로 92-1상가동102호 103호(무실동)
522,원주문막건등점,강원도 원주시 문막읍 건등로 70
523,원주문막대로점,강원도 원주시 원문로 1423제가동호
524,원주문막동화점,강원도 원주시 왕건로 99상가동 1층 가호(성우아파트)
525,원주문막점,강원도 원주시 문막읍 문막시장 1길 21
526,원주반곡혁신점,강원도 원주시 봄마중길 16
527,원주법원점,강원도 원주시 봉바위길 31층
528,원주법조타운점,강원도 원주시 능라동길 631층 105호
529,원주부론점,강원도 원주시 법천시장길 37
530,원주사제거장점,"강원도 원주시 흥업면 사제로 483,101, 102호 (거장상가)"
531,원주상지대점,강원도 원주시 북원로 2475번길86-5(우산동)
532,원주서곡점,강원도 원주시 매봉길 2
533,원주선아점,"강원도 원주시 치악로 1648, 가동 106호(단구동, 선아아파트 가동 106호~107호)"
534,원주성일점,"강원도 원주시 단구로 418상가동 1층 104호(단구동, 성일아파트)"
535,원주성지병원점,강원도 원주시 원일로 22인동
536,원주신림점,강원도 원주시 신림면 치악로 39
537,원주에버빌점,"강원도 원주시 늘품로 36단구동,현진에버빌2차 상가 101"
538,원주영진점,강원 원주시 학성동238-2번지
539,원주우산제일점,강원도 원주시 북원로 24871층(우산동)
540,원주원동점,강원도 원주시 무실로 119-2상가동 1층 104호(원동)
541,원주원문로점,강원도 원주시 원문로 1431층 101호 (단계동)
542,원주원흥점,강원도 원주시 단구동치악로 1634 상가동101~102호
543,원주이화점,강원도 원주시 한지공원길 196 (단계동)
544,원주인터불고점,강원도 원주시 동부순환로 200(반곡동)㈜호텔인터불고원주컨벤션호텔
545,원주중앙대로점,강원도 원주시 천사로 2271층 편의점(중앙동)
546,원주채움점,강원도 원주시 능라동길 301층113호(무실동)
547,원주천매점,"강원도 원주시 천매봉길 32(단구동,101호)"
548,원주천사로점,강원도 원주시 천사로 1691층(일산동)
549,원주청솔점,강원도 원주시 단구동남원로 494
550,원주치악고점,강원도 원주시 치악고교길 9관설동
551,원주치악로점,강원도 원주시 치악로 1602(단구동)
552,원주치악점,강원도 원주시 치악로 19641층 태장동
553,원주태장대로점,강원도 원주시 북원로 2704-2(태장동)
554,원주태장점,강원도 원주시 북원로 2899태장동
555,원주태장정암점,강원도 원주시 흥양로 98 제판매시설동 1층103 104호(태장동 정암아파트)
556,원주태장주공점,"강원도 원주시 치악로 2050-1 102호, 103호(태장동, 태장천년나무LH아파트상가동)"
557,원주학성점,강원도 원주시 중앙로 190학성동
558,원주한라대점,강원도 원주시 한라대길 5
559,원주한신점,강원도 원주시 송림길 40-211층(개운동)
560,원주혁신미래점,"강원도 원주시 반곡동1905-1, 1층 102호"
561,원주혁신중흥점,"강원도 원주시 배울로 24, 1층 15호(반곡동,중흥S클래스 프라디움아파트상가)"
562,원주현충로점,강원도 원주시 현충로 320-11층 편의점(태장동)
563,원주흥업점,강원도 원주시 흥업면 남원로 82
564,원통제일점,강원도 인제군 북면 원통로170(북면)
565,인제로드점,강원도 인제군 원통로 261
566,인제상남점,강원도 인제군 상남면내린천로2554
567,인제신남터미널점,강원도 인제군 신남로 23
568,인제천도리점,강원도 인제군 서화면 천도촌1길7
569,인제하늘내린점,강원 인제군 인제읍 상동리318
570,정동진점,강원도 강릉시 강동면 정동역길 12
571,정동진해변점,강원도 강릉시 강동면 헌화로989
572,정선고한점,강원도 정선군 고한읍고한로 165
573,정선고한중앙점,강원도 정선군 고한읍 고한로 97
574,정선무릉점,강원도 정선군 무릉1로89 남면
575,정선북실점,강원도 정선군 정선로 1245-6 미소빌아파트
576,정선사북교차로점,강원도 정선군 사북읍사북1길 54
577,정선사북점,강원도 정선군 사북읍사북2길 30
578,정선점,강원도 정선군 정선읍봉양6길 27
579,정선함백점,강원도 정선군 함백로 330
580,주문진교항점,강원도 강릉시 주문진읍 매맥이길4
581,주문진읍점,강원도 강릉시 주문로 121-2
582,주문진터미널점,강원도 강릉시 주문로 61호
583,철원고석정점,강원도 철원군 동송읍 태봉로 1825
584,철원긴발리점,강원도 철원군 동송읍 금학로62동송읍)
585,철원동송점,강원도 철원군 금학로 227 김현대내과1층
586,철원동송터미널점 B,강원도 철원군 동송읍 금학로212
587,철원문혜리점,강원도 철원군 두루미로 54
588,철원성모병원점,강원도 철원군 동송읍 금락로 167번길23-16
589,철원와수리점,강원도 철원군 서면 와수리 173번길8
590,철원화지리점,강원도 철원군 동송읍 금락로269
591,춘천강남점,강원도 춘천시 춘주로92번길 21-2(온의동)
592,춘천거두공단점,강원도 춘천시 순환대로 940
593,춘천거두점,강원도 춘천시 춘천순환로72번길 161층
594,춘천공지천점,강원도 춘천시 수변공원길 18의양공원 내 매점 (삼천동)
595,춘천교동점,강원도 춘천시 교동길 67
596,춘천금호점,강원 춘천시 퇴계동945 금호아파트상가 1층 29호
597,춘천남부점,강원도 춘천시 공지로354(효자동)
598,춘천남춘로점,강원도 춘천시 남춘로36 (효자동)
599,춘천당림점,강원도 춘천시 서면 경춘로969(서면)
600,춘천동부시장점,강원도 춘천시 서부대성로 140-2(문교동)
601,춘천뜨란체점,강원도 춘천시 안마산로324-9(석사동)
602,춘천만천리점,강원도 춘천시 동면 만천로145-1
603,춘천만천쉼터점,강원도 춘천시 만천로 110
604,춘천명동길점,강원도 춘천시 명동길 23
605,춘천보람점,강원도 춘천시 도화길5 1층
606,춘천본점,강원도 춘천시 퇴계로21
607,춘천새마을고개점,"강원도 춘천시 법원뒷길26, 1층(효자동)"
608,춘천석사점,강원도 춘천시 애막골길 11번길22(석사동)
609,춘천석사제일점,강원도 춘천시 벌말길 1111층(석사동)
610,춘천석사중앙점,강원도 춘천시 우석로79번길9(석사동)
611,춘천석사효석점,강원도 춘천시 후석로45번길36 (석사동)
612,춘천소양강점,강원도 춘천시 신북읍 상천3길4(신북읍)
613,춘천스무숲점,강원 춘천시 석사동927-1
614,춘천애막골점,강원도 춘천시 애막골길11번길34(석사동)
615,춘천에버빌점,강원도 춘천시 석사동지석로115 (101102호)
616,춘천예준점,강원도 춘천시 둥지길47번길 4(효자동)
617,춘천온의점,강원도 춘천시 영서로 2279번길9(온의동)
618,춘천요선점,강원도 춘천시 소양고개길60 (요선동)
619,춘천우두복지점,강원도 춘천시 충열로 1 -16우두동
620,춘천우두점,강원도 춘천시 충열로10-14(우두동)
621,춘천우두풍년점,강원도 춘천시 충열로 78(우두동)
622,춘천우석로점,강원도 춘천시 우석로 14-1(석사동)
623,춘천유앤아이점,강원도 춘천시 만천로143번길 52
624,춘천이안점,"강원도 춘천시 영서로 2169-1분산상가동 101호, 102호(퇴계동, 퇴계이안)"
625,춘천장학주공점,강원도 춘천시 소양강로 100-1 춘천장학엘에이치1단지제상가동 제1층 제103호
626,춘천제일점,강원도 춘천시 동내면 거두택지길26번길22
627,춘천주공타운점,강원도 춘천시 퇴계로 145번길4(퇴계동)
628,춘천지석로점,"강원도 춘천시 지석로29(퇴계동, 퇴계주공5차)"
629,춘천천전리점,강원도 춘천시 신샘밭로 648
630,춘천크리스탈점,강원도 춘천시 석사동퇴계로249 105-2호
631,춘천퇴계마루점,강원도 춘천시 퇴계농공로 12 로얄프라자1동 109호
632,춘천학곡리점,강원도 춘천시 동내면 영서로1776 107호
633,춘천한림대에리트,강원도 춘천시 후평동삭주로 89-8
634,춘천한림대점,강원도 춘천시 봉의산길22번길 24-11층
635,춘천한미점,강원도 춘천시 백령로 23번길17-3(효자동)
636,춘천향교점,강원도 춘천시 교동길 8-11층
637,춘천현대점,강원도 춘천시 춘천로68번길16(효자동)
638,춘천효자원룸점,강원도 춘천시 효자동40-6 번지
639,춘천후석로점,강원도 춘천시 후석로 468
