,loc1,loc2,name,location
2213,울산광역시,북구,매곡에일린의뜰점,울산광역시 북구 호계매곡1로 31
2214,울산광역시,북구,매곡현대파크점,"울산광역시 북구 신기3길 19-6, (매곡동, 현대파크맨션)"
2215,경기도,수원시,매교사거리점,"경기도 수원시 팔달구 정조로715번길 67, (매교동)"
2216,서울특별시,강남구,매봉산점,"서울특별시 강남구 남부순환로377길 6, 도곡동 (도곡동) 180동 43호"
2217,서울특별시,구로구,매봉초교점,"서울특별시 구로구 고척로21다길 17, (개봉동)"
2218,경기도,수원시,매산로2가점,"경기도 수원시 팔달구 향교로57번길 13, (매산로2가)"
2219,광주광역시,서구,매월노블힐스점,"광주광역시 서구 전평길 30, (매월동) 102동 2호"
2220,광주광역시,서구,매월부품상가점,"광주광역시 서구 매월2로15번길 16, 매월종합상가 (매월동) 201동 103호"
2221,대구광역시,북구,매천드림점,"대구광역시 북구 매전로 17, (매천동, 매천화성파크드림) 114동 110호"
2222,경기도,수원시,매탄공원점,"경기도 수원시 영통구 매영로 39, (매탄동)"
2223,경기도,수원시,매탄그린빌점,"경기도 수원시 영통구 매탄로140번길 68-32,  (매탄동) 1층"
2224,경기도,수원시,매탄동남점,"경기도 수원시 영통구 동수원로 498, 유당빌딩  (매탄동)"
2225,경기도,수원시,매탄산남점,"경기도 수원시 영통구 매봉로35번길 51,  (매탄동) 1층"
2226,경기도,수원시,매탄산드래미점,"경기도 수원시 영통구 매탄로168번길 32, (매탄동)"
2227,경기도,수원시,매탄산들점,"경기도 수원시 영통구 매원로 12, (매탄동)"
